two_theta_deg,intensity_counts
3.738000e+001,6.600000e+001
3.740000e+001,8.200000e+001
3.742000e+001,6.300000e+001
3.744000e+001,6.300000e+001
3.746000e+001,7.000000e+001
3.748000e+001,6.300000e+001
3.750000e+001,7.100000e+001
3.752000e+001,8.400000e+001
3.754000e+001,6.400000e+001
3.756000e+001,5.600000e+001
3.758000e+001,4.300000e+001
3.760000e+001,4.900000e+001
3.762000e+001,4.800000e+001
3.764000e+001,6.200000e+001
3.766000e+001,5.400000e+001
3.768000e+001,4.900000e+001
3.770000e+001,5.700000e+001
3.772000e+001,4.300000e+001
3.774000e+001,4.600000e+001
3.776000e+001,5.500000e+001
3.778000e+001,6.500000e+001
3.780000e+001,5.200000e+001
3.782000e+001,3.800000e+001
3.784000e+001,4.000000e+001
3.786000e+001,4.900000e+001
3.788000e+001,3.100000e+001
3.790000e+001,4.900000e+001
3.792000e+001,3.600000e+001
3.794000e+001,4.700000e+001
3.796000e+001,4.600000e+001
3.798000e+001,5.100000e+001
3.800000e+001,5.200000e+001
3.802000e+001,5.000000e+001
3.804000e+001,5.400000e+001
3.806000e+001,5.800000e+001
3.808000e+001,3.200000e+001
3.810000e+001,4.100000e+001
3.812000e+001,4.400000e+001
3.814000e+001,4.100000e+001
3.816000e+001,5.600000e+001
3.818000e+001,4.000000e+001
3.820000e+001,4.100000e+001
3.822000e+001,5.100000e+001
3.824000e+001,4.400000e+001
3.826000e+001,4.100000e+001
3.828000e+001,4.900000e+001
3.830000e+001,4.800000e+001
3.832000e+001,4.200000e+001
3.834000e+001,4.000000e+001
3.836000e+001,4.600000e+001
3.838000e+001,4.700000e+001
3.840000e+001,5.100000e+001
3.842000e+001,5.200000e+001
3.844000e+001,4.200000e+001
3.846000e+001,3.900000e+001
3.848000e+001,4.400000e+001
3.850000e+001,4.400000e+001
3.852000e+001,4.500000e+001
3.854000e+001,3.400000e+001
3.856000e+001,3.200000e+001
3.858000e+001,3.900000e+001
3.860000e+001,4.600000e+001
3.862000e+001,4.800000e+001
3.864000e+001,3.500000e+001
3.866000e+001,4.600000e+001
3.868000e+001,4.200000e+001
3.870000e+001,3.200000e+001
3.872000e+001,3.600000e+001
3.874000e+001,4.300000e+001
3.876000e+001,4.600000e+001
3.878000e+001,3.500000e+001
3.880000e+001,4.900000e+001
3.882000e+001,4.000000e+001
3.884000e+001,3.200000e+001
3.886000e+001,3.000000e+001
3.888000e+001,3.500000e+001
3.890000e+001,4.200000e+001
3.892000e+001,3.300000e+001
3.894000e+001,4.200000e+001
3.896000e+001,5.000000e+001
3.898000e+001,4.700000e+001
3.900000e+001,3.800000e+001
3.902000e+001,3.000000e+001
3.904000e+001,4.600000e+001
3.906000e+001,4.000000e+001
3.908000e+001,4.400000e+001
3.910000e+001,3.600000e+001
3.912000e+001,3.400000e+001
3.914000e+001,4.700000e+001
3.916000e+001,3.300000e+001
3.918000e+001,3.000000e+001
3.920000e+001,5.200000e+001
3.922000e+001,4.000000e+001
3.924000e+001,3.600000e+001
3.926000e+001,4.100000e+001
3.928000e+001,5.400000e+001
3.930000e+001,4.200000e+001
3.932000e+001,4.200000e+001
3.934000e+001,4.700000e+001
3.936000e+001,4.500000e+001
3.938000e+001,3.700000e+001
3.940000e+001,3.200000e+001
3.942000e+001,4.500000e+001
3.944000e+001,4.300000e+001
3.946000e+001,3.900000e+001
3.948000e+001,4.400000e+001
3.950000e+001,4.700000e+001
3.952000e+001,3.900000e+001
3.954000e+001,5.100000e+001
3.956000e+001,3.400000e+001
3.958000e+001,3.400000e+001
3.960000e+001,4.200000e+001
3.962000e+001,4.400000e+001
3.964000e+001,4.600000e+001
3.966000e+001,5.200000e+001
3.968000e+001,4.100000e+001
3.970000e+001,3.700000e+001
3.972000e+001,4.600000e+001
3.974000e+001,4.200000e+001
3.976000e+001,4.400000e+001
3.978000e+001,3.700000e+001
3.980000e+001,4.400000e+001
3.982000e+001,5.700000e+001
3.984000e+001,4.800000e+001
3.986000e+001,5.400000e+001
3.988000e+001,4.800000e+001
3.990000e+001,3.600000e+001
3.992000e+001,4.800000e+001
3.994000e+001,3.800000e+001
3.996000e+001,4.700000e+001
3.998000e+001,4.700000e+001
4.000000e+001,4.700000e+001
4.002000e+001,4.300000e+001
4.004000e+001,4.200000e+001
4.006000e+001,5.500000e+001
4.008000e+001,4.200000e+001
4.010000e+001,5.000000e+001
4.012000e+001,3.500000e+001
4.014000e+001,3.800000e+001
4.016000e+001,4.300000e+001
4.018000e+001,5.000000e+001
4.020000e+001,4.100000e+001
4.022000e+001,4.500000e+001
4.024000e+001,4.000000e+001
4.026000e+001,5.600000e+001
4.028000e+001,4.000000e+001
4.030000e+001,4.500000e+001
4.032000e+001,3.000000e+001
4.034000e+001,5.700000e+001
4.036000e+001,5.400000e+001
4.038000e+001,4.600000e+001
4.040000e+001,4.700000e+001
4.042000e+001,5.600000e+001
4.044000e+001,5.800000e+001
4.046000e+001,4.800000e+001
4.048000e+001,5.200000e+001
4.050000e+001,6.100000e+001
4.052000e+001,5.400000e+001
4.054000e+001,5.600000e+001
4.056000e+001,4.500000e+001
4.058000e+001,5.100000e+001
4.060000e+001,5.600000e+001
4.062000e+001,4.100000e+001
4.064000e+001,3.900000e+001
4.066000e+001,5.300000e+001
4.068000e+001,4.600000e+001
4.070000e+001,5.700000e+001
4.072000e+001,5.000000e+001
4.074000e+001,4.300000e+001
4.076000e+001,4.000000e+001
4.078000e+001,5.300000e+001
4.080000e+001,5.300000e+001
4.082000e+001,6.100000e+001
4.084000e+001,5.000000e+001
4.086000e+001,4.900000e+001
4.088000e+001,6.900000e+001
4.090000e+001,5.500000e+001
4.092000e+001,6.200000e+001
4.094000e+001,4.600000e+001
4.096000e+001,5.100000e+001
4.098000e+001,4.800000e+001
4.100000e+001,4.500000e+001
4.102000e+001,5.600000e+001
4.104000e+001,7.800000e+001
4.106000e+001,5.900000e+001
4.108000e+001,4.600000e+001
4.110000e+001,5.400000e+001
4.112000e+001,6.100000e+001
4.114000e+001,6.800000e+001
4.116000e+001,5.800000e+001
4.118000e+001,5.300000e+001
4.120000e+001,5.200000e+001
4.122000e+001,6.500000e+001
4.124000e+001,4.800000e+001
4.126000e+001,6.100000e+001
4.128000e+001,5.300000e+001
4.130000e+001,6.300000e+001
4.132000e+001,6.400000e+001
4.134000e+001,5.800000e+001
4.136000e+001,5.800000e+001
4.138000e+001,5.900000e+001
4.140000e+001,6.400000e+001
4.142000e+001,4.700000e+001
4.144000e+001,7.200000e+001
4.146000e+001,5.200000e+001
4.148000e+001,6.600000e+001
4.150000e+001,6.700000e+001
4.152000e+001,6.900000e+001
4.154000e+001,5.200000e+001
4.156000e+001,6.300000e+001
4.158000e+001,4.700000e+001
4.160000e+001,4.400000e+001
4.162000e+001,6.200000e+001
4.164000e+001,4.800000e+001
4.166000e+001,6.100000e+001
4.168000e+001,5.200000e+001
4.170000e+001,5.500000e+001
4.172000e+001,5.700000e+001
4.174000e+001,5.100000e+001
4.176000e+001,3.900000e+001
4.178000e+001,5.100000e+001
4.180000e+001,5.900000e+001
4.182000e+001,4.600000e+001
4.184000e+001,5.800000e+001
4.186000e+001,4.500000e+001
4.188000e+001,5.200000e+001
4.190000e+001,5.700000e+001
4.192000e+001,4.100000e+001
4.194000e+001,5.500000e+001
4.196000e+001,5.500000e+001
4.198000e+001,5.000000e+001
4.200000e+001,4.900000e+001
4.202000e+001,4.400000e+001
4.204000e+001,4.600000e+001
4.206000e+001,4.800000e+001
4.208000e+001,4.000000e+001
4.210000e+001,4.400000e+001
4.212000e+001,4.200000e+001
4.214000e+001,4.400000e+001
4.216000e+001,5.200000e+001
4.218000e+001,5.000000e+001
4.220000e+001,4.400000e+001
4.222000e+001,4.000000e+001
4.224000e+001,5.200000e+001
4.226000e+001,4.000000e+001
4.228000e+001,4.400000e+001
4.230000e+001,3.700000e+001
4.232000e+001,4.400000e+001
4.234000e+001,4.000000e+001
4.236000e+001,3.700000e+001
4.238000e+001,4.800000e+001
4.240000e+001,4.300000e+001
4.242000e+001,5.600000e+001
4.244000e+001,3.500000e+001
4.246000e+001,3.500000e+001
4.248000e+001,5.300000e+001
4.250000e+001,4.200000e+001
4.252000e+001,3.700000e+001
4.254000e+001,3.800000e+001
4.256000e+001,4.300000e+001
4.258000e+001,4.000000e+001
4.260000e+001,4.500000e+001
4.262000e+001,3.500000e+001
4.264000e+001,4.600000e+001
4.266000e+001,3.700000e+001
4.268000e+001,5.100000e+001
4.270000e+001,3.900000e+001
4.272000e+001,3.600000e+001
4.274000e+001,5.800000e+001
4.276000e+001,3.700000e+001
4.278000e+001,4.000000e+001
4.280000e+001,4.300000e+001
4.282000e+001,3.600000e+001
4.284000e+001,3.900000e+001
4.286000e+001,3.900000e+001
4.288000e+001,4.300000e+001
4.290000e+001,4.600000e+001
4.292000e+001,3.000000e+001
4.294000e+001,3.900000e+001
4.296000e+001,4.400000e+001
4.298000e+001,4.100000e+001
4.300000e+001,4.100000e+001
4.302000e+001,3.600000e+001
4.304000e+001,3.400000e+001
4.306000e+001,4.400000e+001
4.308000e+001,4.400000e+001
4.310000e+001,4.000000e+001
4.312000e+001,4.100000e+001
4.314000e+001,4.900000e+001
4.316000e+001,4.000000e+001
4.318000e+001,3.400000e+001
4.320000e+001,2.700000e+001
4.322000e+001,4.300000e+001
4.324000e+001,3.700000e+001
4.326000e+001,3.200000e+001
4.328000e+001,3.200000e+001
4.330000e+001,4.300000e+001
4.332000e+001,4.000000e+001
4.334000e+001,4.900000e+001
4.336000e+001,4.500000e+001
4.338000e+001,3.700000e+001
4.340000e+001,4.100000e+001
4.342000e+001,3.800000e+001
4.344000e+001,3.900000e+001
4.346000e+001,4.100000e+001
4.348000e+001,3.500000e+001
4.350000e+001,3.800000e+001
4.352000e+001,2.900000e+001
4.354000e+001,3.200000e+001
4.356000e+001,4.600000e+001
4.358000e+001,3.500000e+001
4.360000e+001,3.400000e+001
4.362000e+001,4.500000e+001
4.364000e+001,3.700000e+001
4.366000e+001,3.800000e+001
4.368000e+001,4.400000e+001
4.370000e+001,2.900000e+001
4.372000e+001,4.400000e+001
4.374000e+001,2.400000e+001
4.376000e+001,4.200000e+001
4.378000e+001,3.700000e+001
4.380000e+001,4.400000e+001
4.382000e+001,2.000000e+001
4.384000e+001,2.800000e+001
4.386000e+001,4.800000e+001
4.388000e+001,3.400000e+001
4.390000e+001,3.200000e+001
4.392000e+001,4.100000e+001
4.394000e+001,3.200000e+001
4.396000e+001,5.100000e+001
4.398000e+001,3.500000e+001
4.400000e+001,4.400000e+001
4.402000e+001,3.300000e+001
4.404000e+001,3.100000e+001
4.406000e+001,2.900000e+001
4.408000e+001,3.000000e+001
4.410000e+001,3.300000e+001
4.412000e+001,3.800000e+001
4.414000e+001,4.000000e+001
4.416000e+001,3.800000e+001
4.418000e+001,3.000000e+001
4.420000e+001,2.800000e+001
4.422000e+001,2.400000e+001
4.424000e+001,3.300000e+001
4.426000e+001,3.500000e+001
4.428000e+001,2.800000e+001
4.430000e+001,3.600000e+001
4.432000e+001,3.000000e+001
4.434000e+001,3.800000e+001
4.436000e+001,3.600000e+001
4.438000e+001,3.700000e+001
4.440000e+001,2.600000e+001
4.442000e+001,4.400000e+001
4.444000e+001,2.800000e+001
4.446000e+001,3.700000e+001
4.448000e+001,3.800000e+001
4.450000e+001,4.100000e+001
4.452000e+001,3.700000e+001
4.454000e+001,3.200000e+001
4.456000e+001,3.800000e+001
4.458000e+001,4.800000e+001
4.460000e+001,3.000000e+001
4.462000e+001,3.400000e+001
4.464000e+001,3.100000e+001
4.466000e+001,3.900000e+001
4.468000e+001,4.100000e+001
4.470000e+001,2.700000e+001
4.472000e+001,3.300000e+001
4.474000e+001,2.400000e+001
4.476000e+001,4.300000e+001
4.478000e+001,3.200000e+001
4.480000e+001,3.100000e+001
4.482000e+001,3.600000e+001
4.484000e+001,3.000000e+001
4.486000e+001,4.800000e+001
4.488000e+001,3.300000e+001
4.490000e+001,2.400000e+001
4.492000e+001,3.900000e+001
4.494000e+001,3.500000e+001
4.496000e+001,3.800000e+001
4.498000e+001,2.900000e+001
4.500000e+001,3.200000e+001
4.502000e+001,2.900000e+001
4.504000e+001,3.200000e+001
4.506000e+001,3.700000e+001
4.508000e+001,4.100000e+001
4.510000e+001,3.800000e+001
4.512000e+001,3.100000e+001
4.514000e+001,3.900000e+001
4.516000e+001,3.800000e+001
4.518000e+001,3.600000e+001
4.520000e+001,4.400000e+001
4.522000e+001,3.100000e+001
4.524000e+001,4.400000e+001
4.526000e+001,3.100000e+001
4.528000e+001,3.700000e+001
4.530000e+001,3.900000e+001
4.532000e+001,5.200000e+001
4.534000e+001,4.300000e+001
4.536000e+001,4.200000e+001
4.538000e+001,3.200000e+001
4.540000e+001,3.600000e+001
4.542000e+001,4.000000e+001
4.544000e+001,3.300000e+001
4.546000e+001,4.100000e+001
4.548000e+001,3.000000e+001
4.550000e+001,4.500000e+001
4.552000e+001,3.600000e+001
4.554000e+001,4.300000e+001
4.556000e+001,4.200000e+001
4.558000e+001,2.600000e+001
4.560000e+001,3.800000e+001
4.562000e+001,3.500000e+001
4.564000e+001,3.400000e+001
4.566000e+001,3.900000e+001
4.568000e+001,3.200000e+001
4.570000e+001,3.900000e+001
4.572000e+001,4.600000e+001
4.574000e+001,3.600000e+001
4.576000e+001,4.600000e+001
4.578000e+001,4.000000e+001
4.580000e+001,2.800000e+001
4.582000e+001,3.400000e+001
4.584000e+001,3.200000e+001
4.586000e+001,3.700000e+001
4.588000e+001,3.000000e+001
4.590000e+001,3.400000e+001
4.592000e+001,3.500000e+001
4.594000e+001,2.900000e+001
4.596000e+001,2.800000e+001
4.598000e+001,2.600000e+001
4.600000e+001,3.400000e+001
4.602000e+001,3.800000e+001
4.604000e+001,4.800000e+001
4.606000e+001,4.200000e+001
4.608000e+001,3.900000e+001
4.610000e+001,3.600000e+001
4.612000e+001,3.700000e+001
4.614000e+001,4.000000e+001
4.616000e+001,4.600000e+001
4.618000e+001,5.100000e+001
4.620000e+001,3.100000e+001
4.622000e+001,4.500000e+001
4.624000e+001,3.200000e+001
4.626000e+001,4.400000e+001
4.628000e+001,3.600000e+001
4.630000e+001,3.300000e+001
4.632000e+001,3.500000e+001
4.634000e+001,3.400000e+001
4.636000e+001,3.500000e+001
4.638000e+001,4.000000e+001
4.640000e+001,3.100000e+001
4.642000e+001,4.200000e+001
4.644000e+001,4.600000e+001
4.646000e+001,3.800000e+001
4.648000e+001,4.200000e+001
4.650000e+001,5.000000e+001
4.652000e+001,4.600000e+001
4.654000e+001,4.000000e+001
4.656000e+001,3.900000e+001
4.658000e+001,3.800000e+001
4.660000e+001,5.100000e+001
4.662000e+001,3.000000e+001
4.664000e+001,4.800000e+001
4.666000e+001,4.600000e+001
4.668000e+001,3.700000e+001
4.670000e+001,3.700000e+001
4.672000e+001,4.900000e+001
4.674000e+001,5.600000e+001
4.676000e+001,4.200000e+001
4.678000e+001,4.700000e+001
4.680000e+001,3.700000e+001
4.682000e+001,5.600000e+001
4.684000e+001,3.600000e+001
4.686000e+001,3.300000e+001
4.688000e+001,4.900000e+001
4.690000e+001,4.000000e+001
4.692000e+001,4.700000e+001
4.694000e+001,5.100000e+001
4.696000e+001,4.500000e+001
4.698000e+001,5.700000e+001
4.700000e+001,5.400000e+001
4.702000e+001,5.100000e+001
4.704000e+001,4.000000e+001
4.706000e+001,5.300000e+001
4.708000e+001,5.300000e+001
4.710000e+001,4.900000e+001
4.712000e+001,5.400000e+001
4.714000e+001,6.500000e+001
4.716000e+001,6.100000e+001
4.718000e+001,7.700000e+001
4.720000e+001,7.200000e+001
4.722000e+001,9.400000e+001
4.724000e+001,9.300000e+001
4.726000e+001,7.700000e+001
4.728000e+001,1.030000e+002
4.730000e+001,1.010000e+002
4.732000e+001,9.900000e+001
4.734000e+001,1.030000e+002
4.736000e+001,1.270000e+002
4.738000e+001,1.340000e+002
4.740000e+001,1.350000e+002
4.742000e+001,1.510000e+002
4.744000e+001,1.570000e+002
4.746000e+001,1.520000e+002
4.748000e+001,1.610000e+002
4.750000e+001,1.880000e+002
4.752000e+001,1.690000e+002
4.754000e+001,2.090000e+002
4.756000e+001,1.950000e+002
4.758000e+001,1.760000e+002
4.760000e+001,1.660000e+002
4.762000e+001,1.510000e+002
4.764000e+001,1.840000e+002
4.766000e+001,1.730000e+002
4.768000e+001,1.590000e+002
4.770000e+001,1.560000e+002
4.772000e+001,1.520000e+002
4.774000e+001,1.140000e+002
4.776000e+001,1.200000e+002
4.778000e+001,1.130000e+002
4.780000e+001,1.090000e+002
4.782000e+001,8.700000e+001
4.784000e+001,8.600000e+001
4.786000e+001,7.300000e+001
4.788000e+001,8.000000e+001
4.790000e+001,7.700000e+001
4.792000e+001,7.300000e+001
4.794000e+001,6.600000e+001
4.796000e+001,6.600000e+001
4.798000e+001,6.800000e+001
4.800000e+001,5.700000e+001
4.802000e+001,6.000000e+001
4.804000e+001,7.300000e+001
4.806000e+001,4.900000e+001
4.808000e+001,6.300000e+001
4.810000e+001,5.400000e+001
4.812000e+001,4.500000e+001
4.814000e+001,5.900000e+001
4.816000e+001,5.100000e+001
4.818000e+001,6.300000e+001
4.820000e+001,4.800000e+001
4.822000e+001,4.100000e+001
4.824000e+001,4.200000e+001
4.826000e+001,4.800000e+001
4.828000e+001,4.700000e+001
4.830000e+001,5.100000e+001
4.832000e+001,3.400000e+001
4.834000e+001,4.700000e+001
4.836000e+001,4.100000e+001
4.838000e+001,4.900000e+001
4.840000e+001,4.100000e+001
4.842000e+001,4.600000e+001
4.844000e+001,3.900000e+001
4.846000e+001,4.000000e+001
4.848000e+001,4.300000e+001
4.850000e+001,3.700000e+001
4.852000e+001,3.800000e+001
4.854000e+001,4.900000e+001
4.856000e+001,4.800000e+001
4.858000e+001,5.200000e+001
4.860000e+001,3.600000e+001
4.862000e+001,4.200000e+001
4.864000e+001,3.100000e+001
4.866000e+001,4.300000e+001
4.868000e+001,5.300000e+001
4.870000e+001,4.500000e+001
4.872000e+001,3.700000e+001
4.874000e+001,4.700000e+001
4.876000e+001,4.000000e+001
4.878000e+001,4.500000e+001
4.880000e+001,4.000000e+001
4.882000e+001,5.000000e+001
4.884000e+001,4.600000e+001
4.886000e+001,4.000000e+001
4.888000e+001,2.600000e+001
4.890000e+001,5.800000e+001
4.892000e+001,4.900000e+001
4.894000e+001,4.100000e+001
4.896000e+001,5.100000e+001
4.898000e+001,4.800000e+001
4.900000e+001,3.800000e+001
4.902000e+001,4.200000e+001
4.904000e+001,3.900000e+001
4.906000e+001,4.000000e+001
4.908000e+001,4.100000e+001
4.910000e+001,3.100000e+001
4.912000e+001,5.000000e+001
4.914000e+001,4.200000e+001
4.916000e+001,4.000000e+001
4.918000e+001,3.300000e+001
4.920000e+001,3.600000e+001
4.922000e+001,5.200000e+001
4.924000e+001,5.000000e+001
4.926000e+001,5.800000e+001
4.928000e+001,4.300000e+001
4.930000e+001,4.200000e+001
4.932000e+001,5.800000e+001
4.934000e+001,5.500000e+001
4.936000e+001,3.800000e+001
4.938000e+001,5.200000e+001
4.940000e+001,4.700000e+001
4.942000e+001,4.900000e+001
4.944000e+001,3.800000e+001
4.946000e+001,3.700000e+001
4.948000e+001,4.800000e+001
4.950000e+001,5.500000e+001
4.952000e+001,4.700000e+001
4.954000e+001,3.900000e+001
4.956000e+001,4.600000e+001
4.958000e+001,4.200000e+001
4.960000e+001,5.200000e+001
4.962000e+001,4.000000e+001
4.964000e+001,5.600000e+001
4.966000e+001,4.600000e+001
4.968000e+001,5.800000e+001
4.970000e+001,6.000000e+001
4.972000e+001,4.200000e+001
4.974000e+001,4.400000e+001
4.976000e+001,5.400000e+001
4.978000e+001,5.600000e+001
4.980000e+001,4.700000e+001
4.982000e+001,5.000000e+001
4.984000e+001,4.800000e+001
4.986000e+001,5.100000e+001
4.988000e+001,6.800000e+001
4.990000e+001,6.400000e+001
4.992000e+001,5.000000e+001
4.994000e+001,4.700000e+001
4.996000e+001,4.800000e+001
4.998000e+001,4.900000e+001
5.000000e+001,6.200000e+001
5.002000e+001,6.400000e+001
5.004000e+001,4.600000e+001
5.006000e+001,6.900000e+001
5.008000e+001,4.700000e+001
5.010000e+001,4.200000e+001
5.012000e+001,6.300000e+001
5.014000e+001,5.500000e+001
5.016000e+001,5.600000e+001
5.018000e+001,5.300000e+001
5.020000e+001,5.000000e+001
5.022000e+001,5.400000e+001
5.024000e+001,7.100000e+001
5.026000e+001,4.900000e+001
5.028000e+001,6.400000e+001
5.030000e+001,6.000000e+001
5.032000e+001,6.300000e+001
5.034000e+001,7.000000e+001
5.036000e+001,6.300000e+001
5.038000e+001,5.400000e+001
5.040000e+001,6.100000e+001
5.042000e+001,6.300000e+001
5.044000e+001,5.700000e+001
5.046000e+001,4.100000e+001
5.048000e+001,4.800000e+001
5.050000e+001,4.800000e+001
5.052000e+001,4.800000e+001
5.054000e+001,6.400000e+001
5.056000e+001,5.500000e+001
5.058000e+001,5.900000e+001
5.060000e+001,6.700000e+001
5.062000e+001,7.500000e+001
5.064000e+001,4.800000e+001
5.066000e+001,6.800000e+001
5.068000e+001,6.000000e+001
5.070000e+001,6.700000e+001
5.072000e+001,6.300000e+001
5.074000e+001,5.500000e+001
5.076000e+001,5.800000e+001
5.078000e+001,6.300000e+001
5.080000e+001,6.300000e+001
5.082000e+001,7.000000e+001
5.084000e+001,7.200000e+001
5.086000e+001,6.000000e+001
5.088000e+001,6.300000e+001
5.090000e+001,5.900000e+001
5.092000e+001,6.900000e+001
5.094000e+001,5.600000e+001
5.096000e+001,6.400000e+001
5.098000e+001,5.500000e+001
5.100000e+001,5.800000e+001
5.102000e+001,5.200000e+001
5.104000e+001,5.500000e+001
5.106000e+001,6.100000e+001
5.108000e+001,5.700000e+001
5.110000e+001,6.500000e+001
5.112000e+001,5.500000e+001
5.114000e+001,5.400000e+001
5.116000e+001,5.100000e+001
5.118000e+001,5.400000e+001
5.120000e+001,5.600000e+001
5.122000e+001,5.600000e+001
5.124000e+001,5.100000e+001
5.126000e+001,5.100000e+001
5.128000e+001,5.900000e+001
5.130000e+001,5.800000e+001
5.132000e+001,5.800000e+001
5.134000e+001,4.900000e+001
5.136000e+001,6.000000e+001
5.138000e+001,6.700000e+001
5.140000e+001,5.500000e+001
5.142000e+001,4.900000e+001
5.144000e+001,4.500000e+001
5.146000e+001,5.600000e+001
5.148000e+001,6.600000e+001
5.150000e+001,5.000000e+001
5.152000e+001,4.900000e+001
5.154000e+001,5.100000e+001
5.156000e+001,5.000000e+001
5.158000e+001,5.400000e+001
5.160000e+001,4.500000e+001
5.162000e+001,5.900000e+001
5.164000e+001,6.800000e+001
5.166000e+001,4.200000e+001
5.168000e+001,5.200000e+001
5.170000e+001,5.600000e+001
5.172000e+001,5.900000e+001
5.174000e+001,5.300000e+001
5.176000e+001,6.700000e+001
5.178000e+001,6.500000e+001
5.180000e+001,4.000000e+001
5.182000e+001,5.200000e+001
5.184000e+001,5.600000e+001
5.186000e+001,4.000000e+001
5.188000e+001,4.800000e+001
5.190000e+001,5.400000e+001
5.192000e+001,5.900000e+001
5.194000e+001,5.500000e+001
5.196000e+001,4.500000e+001
5.198000e+001,5.100000e+001
5.200000e+001,5.700000e+001
5.202000e+001,5.100000e+001
5.204000e+001,5.600000e+001
5.206000e+001,5.200000e+001
5.208000e+001,4.300000e+001
5.210000e+001,5.000000e+001
5.212000e+001,5.200000e+001
5.214000e+001,3.800000e+001
5.216000e+001,4.800000e+001
5.218000e+001,5.000000e+001
5.220000e+001,4.600000e+001
5.222000e+001,3.500000e+001
5.224000e+001,5.200000e+001
5.226000e+001,5.200000e+001
5.228000e+001,4.900000e+001
5.230000e+001,4.400000e+001
5.232000e+001,4.100000e+001
5.234000e+001,5.000000e+001
5.236000e+001,4.200000e+001
5.238000e+001,4.900000e+001
5.240000e+001,5.600000e+001
5.242000e+001,4.900000e+001
5.244000e+001,5.000000e+001
5.246000e+001,4.500000e+001
5.248000e+001,3.900000e+001
5.250000e+001,3.600000e+001
5.252000e+001,4.200000e+001
5.254000e+001,4.500000e+001
5.256000e+001,5.100000e+001
5.258000e+001,4.700000e+001
5.260000e+001,5.000000e+001
5.262000e+001,4.100000e+001
5.264000e+001,4.400000e+001
5.266000e+001,3.600000e+001
5.268000e+001,3.700000e+001
5.270000e+001,5.300000e+001
5.272000e+001,4.800000e+001
5.274000e+001,4.900000e+001
5.276000e+001,4.100000e+001
5.278000e+001,4.000000e+001
5.280000e+001,3.800000e+001
5.282000e+001,3.900000e+001
5.284000e+001,4.000000e+001
5.286000e+001,4.700000e+001
5.288000e+001,4.900000e+001
5.290000e+001,3.200000e+001
5.292000e+001,3.000000e+001
5.294000e+001,3.800000e+001
5.296000e+001,5.100000e+001
5.298000e+001,4.400000e+001
5.300000e+001,4.000000e+001
5.302000e+001,4.200000e+001
5.304000e+001,4.800000e+001
5.306000e+001,4.400000e+001
5.308000e+001,3.800000e+001
5.310000e+001,4.000000e+001
5.312000e+001,4.100000e+001
5.314000e+001,3.200000e+001
5.316000e+001,4.300000e+001
5.318000e+001,4.200000e+001
5.320000e+001,3.400000e+001
5.322000e+001,4.400000e+001
5.324000e+001,3.800000e+001
5.326000e+001,3.400000e+001
5.328000e+001,3.600000e+001
5.330000e+001,4.100000e+001
5.332000e+001,3.200000e+001
5.334000e+001,3.900000e+001
5.336000e+001,4.000000e+001
5.338000e+001,4.000000e+001
5.340000e+001,5.000000e+001
5.342000e+001,2.900000e+001
5.344000e+001,5.500000e+001
5.346000e+001,3.900000e+001
5.348000e+001,4.200000e+001
5.350000e+001,3.500000e+001
5.352000e+001,3.500000e+001
5.354000e+001,3.800000e+001
5.356000e+001,4.800000e+001
5.358000e+001,4.800000e+001
5.360000e+001,4.600000e+001
5.362000e+001,4.500000e+001
5.364000e+001,2.700000e+001
5.366000e+001,3.800000e+001
5.368000e+001,4.000000e+001
5.370000e+001,3.100000e+001
5.372000e+001,3.700000e+001
5.374000e+001,3.900000e+001
5.376000e+001,2.500000e+001
5.378000e+001,3.100000e+001
5.380000e+001,4.500000e+001
5.382000e+001,4.100000e+001
5.384000e+001,3.800000e+001
5.386000e+001,4.100000e+001
5.388000e+001,3.100000e+001
5.390000e+001,2.600000e+001
5.392000e+001,2.700000e+001
5.394000e+001,4.100000e+001
5.396000e+001,4.500000e+001
5.398000e+001,2.600000e+001
5.400000e+001,3.300000e+001
5.402000e+001,3.200000e+001
5.404000e+001,2.700000e+001
5.406000e+001,3.600000e+001
5.408000e+001,3.300000e+001
5.410000e+001,3.200000e+001
5.412000e+001,2.900000e+001
5.414000e+001,2.900000e+001
5.416000e+001,3.300000e+001
5.418000e+001,2.900000e+001
5.420000e+001,4.300000e+001
5.422000e+001,3.300000e+001
5.424000e+001,3.200000e+001
5.426000e+001,2.700000e+001
5.428000e+001,3.300000e+001
5.430000e+001,3.600000e+001
5.432000e+001,3.900000e+001
5.434000e+001,3.400000e+001
5.436000e+001,3.500000e+001
5.438000e+001,4.000000e+001
5.440000e+001,3.000000e+001
5.442000e+001,2.900000e+001
5.444000e+001,3.900000e+001
5.446000e+001,3.200000e+001
5.448000e+001,3.100000e+001
5.450000e+001,4.000000e+001
5.452000e+001,4.800000e+001
5.454000e+001,3.300000e+001
5.456000e+001,3.300000e+001
5.458000e+001,3.000000e+001
5.460000e+001,3.200000e+001
5.462000e+001,3.400000e+001
5.464000e+001,3.500000e+001
5.466000e+001,2.100000e+001
5.468000e+001,1.700000e+001
5.470000e+001,3.200000e+001
5.472000e+001,3.400000e+001
5.474000e+001,4.000000e+001
5.476000e+001,3.500000e+001
5.478000e+001,3.500000e+001
5.480000e+001,4.000000e+001
5.482000e+001,2.800000e+001
5.484000e+001,3.000000e+001
